-; GreyBlock; (474, 108); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1919, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2058, 61); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2096, 52); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2139, 59); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2157, 105); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2167, 175); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2163, 122); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2163, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2152, 227); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2157, 214); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2124, 221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2075, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2047, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2042, 184); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2042, 190); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2052, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2096, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2135, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2214, 52); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2230, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2245, 113); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2256, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2317, 52); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2302, 98); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2284, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2262, 212); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2267, 184); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2258, 221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2241, 282); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2245, 252); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2214, 313); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2203, 335); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, -15); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2539, 37); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, 21); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, 59); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2530, 105); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2539, 197); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2534, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2578, 230); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2567, 61); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2501, 74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2639, -8); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2639, 43); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2639, 74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2648, 28); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2639, 135); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2648, 105); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2648, 151); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2644, 184); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2644, 212); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2639, 227); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2677, 138); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2720, 129); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2736, 151); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2736, 190); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2731, 221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2808, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2856, 89); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2884, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2906, 89); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2895, 129); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2906, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2906, 212); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2911, 199); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2911, 221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2869, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2825, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2808, 243); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2813, 190); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2813, 175); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2856, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2874, 153); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2985, -15); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2985, 37); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2981, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2981, 15); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2990, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2996, 135); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2985, 122); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2981, 166); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (2990, 197); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3007, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3034, 230); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3013, 61); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3029, 67); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3220, -6); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3231, 39); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3235, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3231, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3224, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3229, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3229, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3235, 164); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3246, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3268, 63); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3284, 70); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3257, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3279, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3203, 70); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3351, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3345, 48); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3345, 2); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3356, 70); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3360, 116); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3356, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3356, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3356, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3395, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3432, 146); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3459, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3460, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3460, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3454, 208); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3454, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3522, 153); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3566, 164); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3610, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3616, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3600, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3561, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3524, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3517, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3522, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3533, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3572, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3621, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3673, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3682, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3704, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3726, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3748, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3781, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3798, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3761, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3732, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3711, 278); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3684, 309); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3656, 331); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3929, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3944, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3977, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3961, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (3950, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4016, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4016, 210); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4038, 164); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4043, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4060, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4060, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4076, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4082, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4115, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4120, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4115, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4200, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4239, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4265, 164); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4282, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4256, 72); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4217, 72); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4184, 116); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4282, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4195, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4190, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4217, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4254, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4293, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4357, 210); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4394, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4405, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4438, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4498, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4563, 149); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4513, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4540, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4574, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4548, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4502, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4487, 116); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4492, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4502, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4535, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4580, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4727, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4717, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4722, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4722, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4727, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4727, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4722, 254); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4722, 278); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4717, 309); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4717, 346); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4722, 370); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4766, 107); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4814, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4836, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4853, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4838, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4836, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4805, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4761, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4717, 416); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4910, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4949, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4997, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5019, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4992, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4949, 72); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4900, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4894, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4894, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4905, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4942, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4997, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (4961, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5089, 72); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5078, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5082, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5089, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5089, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5093, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5122, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5165, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5271, -19); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5233, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5238, 24); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5242, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5238, 57); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5238, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5242, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5255, 149); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5249, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5244, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5244, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5286, 72); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5356, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5393, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5415, 149); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5443, 149); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5454, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5432, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5406, 63); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5373, 63); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5362, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5340, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5345, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5345, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5356, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5378, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5411, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5448, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5549, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5544, 54); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5555, 26); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5550, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5544, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5544, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5566, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5550, 210); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5594, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5533, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5577, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5507, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5666, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5666, 24); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5661, 54); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5655, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5671, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5677, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5677, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5688, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5683, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5764, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5808, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5797, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5819, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5841, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5896, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5885, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5889, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5863, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5878, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5846, 278); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5825, 315); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5808, 355); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (5775, 361); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6102, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6097, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6097, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6095, 208); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6091, 195); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6091, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6139, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6178, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6205, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6200, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6200, 208); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6195, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6274, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6311, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6338, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6371, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6388, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6377, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6388, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6372, 254); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6366, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6296, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6333, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6278, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6274, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6267, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6274, 146); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6263, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6475, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6470, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6470, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6470, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6475, 210); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6514, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6541, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6621, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6627, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6627, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6627, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6627, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6616, 201); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6676, 103); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6697, 116); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6719, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6719, 208); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6719, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6726, 171); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6752, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6780, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6813, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6813, 195); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6808, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6813, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6906, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6879, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6884, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6884, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6911, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6950, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6993, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6989, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6989, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6989, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6945, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6993, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6993, 87); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6934, 48); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6965, 41); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6912, 48); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6879, 63); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7084, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, 32); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7084, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7084, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7095, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7084, 195); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, 241); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7189, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7178, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7151, 278); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7140, 309); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7426, 11); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7426, 39); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7426, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7432, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7432, 146); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7432, 186); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7432, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7471, 217); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7491, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7480, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7383, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7580, 11); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7582, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7582, 48); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7586, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7591, 94); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7591, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7591, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7626, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7669, 162); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7685, 208); [Coordinates(1, 1), 50, 50]
